label	xPos	yPos	vote	north	
166	80.671	-80.0538	0.497124	0.0942801	
167	79.5807	-78.816	0.611225	0.133742	
168	79.5807	-78.816	0.953931	0.133742	
169	79.5807	-78.816	0.953799	0.133742	
170	79.5807	-78.816	1.13958	0.133742	
171	79.5807	-78.816	0.520938	0.133742	
172	79.5807	-78.816	0.825117	0.133742	
173	79.5807	-78.816	-1.76977	0.133742	
174	79.5807	-78.816	0.826405	0.133742	
175	79.5807	-78.816	0.771746	0.133742	
176	79.5807	-78.816	2.15798	0.133742	
177	79.5807	-78.816	0.77094	0.133742	
178	79.5807	-78.816	0.511005	0.133742	
179	79.5807	-78.816	0.797882	0.133742	
180	79.5807	-78.816	-0.399021	0.133742	
181	79.5807	-78.816	-2.51708	0.133742	
182	79.5807	-78.816	0.929641	0.133742	
183	79.5807	-78.816	0.59823	0.133742	
184	79.5807	-78.816	-0.313981	0.133742	
185	79.5807	-78.816	-0.523207	0.133742	
186	79.5807	-78.816	-0.800716	0.133742	
187	79.5807	-78.816	0.797611	0.133742	
188	79.5807	-78.816	-0.501034	0.133742	
189	79.5807	-78.816	0.742562	0.133742	
190	79.5807	-78.816	0.935105	0.133742	
191	79.5807	-78.816	0.48581	0.133742	
192	79.5807	-78.816	1.02711	0.133742	
193	78.5421	-77.5355	-2.08588	0.136306	
194	78.5421	-77.5355	-2.57541	0.136306	
195	78.5421	-77.5355	-2.56581	0.136306	
196	78.5421	-77.5355	2.44039	0.136306	
197	78.5421	-77.5355	2.54086	0.136306	
198	78.5421	-77.5355	1.22451	0.136306	
199	78.5421	-77.5355	1.54113	0.136306	
200	78.5421	-77.5355	-0.544384	0.136306	
201	78.5421	-77.5355	-0.586142	0.136306	
202	78.5421	-77.5355	0.612882	0.136306	
203	78.5421	-77.5355	2.29905	0.136306	
204	78.5421	-77.5355	1.52493	0.136306	
205	78.5421	-77.5355	0.68635	0.136306	
206	78.5421	-77.5355	-1.54911	0.136306	
207	78.5421	-77.5355	-2.56548	0.136306	
208	78.5421	-77.5355	2.38628	0.136306	
209	78.5421	-77.5355	0.653853	0.136306	
210	78.5421	-77.5355	-0.401557	0.136306	
211	78.5421	-77.5355	2.16823	0.136306	
212	78.5421	-77.5355	0.683078	0.136306	
213	78.5421	-77.5355	2.15873	0.136306	
214	78.5421	-77.5355	-0.0584588	0.136306	
215	78.5421	-77.5355	-0.622187	0.136306	
216	78.5421	-77.5355	-1.93872	0.136306	
217	78.5421	-77.5355	2.41503	0.136306	
218	78.5421	-77.5355	2.41521	0.136306	
219	78.5421	-77.5355	1.56863	0.136306	
220	78.5421	-77.5355	0.539071	0.136306	
221	78.5421	-77.5355	1.00244	0.136306	
222	78.5421	-77.5355	0.68525	0.136306	
223	77.1924	-77.2025	2.01215	0.114898	
224	77.1924	-77.2025	-2.05839	0.114898	
225	77.1924	-77.2025	1.95615	0.114898	
226	77.1924	-77.2025	-2.45449	0.114898	
227	77.1924	-77.2025	1.94642	0.114898	
228	77.1924	-77.2025	2.77309	0.114898	
229	77.1924	-77.2025	0.502596	0.114898	
230	77.1924	-77.2025	2.79082	0.114898	
231	77.1924	-77.2025	-0.64365	0.114898	
232	77.1924	-77.2025	0.502174	0.114898	
233	77.1924	-77.2025	-2.44313	0.114898	
234	77.1924	-77.2025	0.500298	0.114898	
235	77.1924	-77.2025	1.98485	0.114898	
236	77.1924	-77.2025	-1.55118	0.114898	
237	77.1924	-77.2025	1.64787	0.114898	
238	77.1924	-77.2025	-1.92969	0.114898	
239	77.1924	-77.2025	-0.676161	0.114898	
240	77.1924	-77.2025	0.116393	0.114898	
241	77.1924	-77.2025	1.94601	0.114898	
242	77.1924	-77.2025	-0.0160461	0.114898	
243	77.1924	-77.2025	-0.544222	0.114898	
244	77.1924	-77.2025	-0.404682	0.114898	
245	77.1924	-77.2025	2.01214	0.114898	
246	77.1924	-77.2025	2.87782	0.114898	
247	77.1924	-77.2025	-1.09022	0.114898	
248	77.1924	-77.2025	-2.61132	0.114898	
249	77.1924	-77.2025	-1.02362	0.114898	
250	77.1924	-77.2025	1.92842	0.114898	
251	77.1924	-77.2025	-0.165025	0.114898	
252	77.1924	-77.2025	-1.47022	0.114898	
253	77.1687	-77.3205	2.04307	0.0287102	
254	77.1687	-77.3205	-2.35183	0.0287102	
255	77.1687	-77.3205	-0.221281	0.0287102	
256	77.1687	-77.3205	2.87888	0.0287102	
257	77.1687	-77.3205	2.01581	0.0287102	
258	77.1687	-77.3205	1.987	0.0287102	
259	77.1687	-77.3205	-2.42863	0.0287102	
260	77.1687	-77.3205	2.04317	0.0287102	
261	77.1687	-77.3205	2.9913	0.0287102	
262	77.1687	-77.3205	2.90839	0.0287102	
263	77.1687	-77.3205	2.8383	0.0287102	
264	77.1687	-77.3205	-0.456168	0.0287102	
265	77.1687	-77.3205	0.245963	0.0287102	
266	77.1687	-77.3205	-0.585557	0.0287102	
267	77.1687	-77.3205	2.78659	0.0287102	
268	77.1687	-77.3205	1.97537	0.0287102	
269	77.1687	-77.3205	-2.34104	0.0287102	
270	77.1687	-77.3205	0.175929	0.0287102	
271	78.4049	-75.9505	2.78408	0.0949904	
272	78.4049	-75.9505	-2.13969	0.0949904	
273	78.4049	-75.9505	-2.67792	0.0949904	
274	78.4049	-75.9505	-0.251005	0.0949904	
275	78.4049	-75.9505	-0.590647	0.0949904	
276	78.4049	-75.9505	-0.422735	0.0949904	
277	78.4049	-75.9505	1.70218	0.0949904	
278	78.4049	-75.9505	1.18613	0.0949904	
279	78.4049	-75.9505	1.18841	0.0949904	
280	78.4049	-75.9505	-1.45878	0.0949904	
281	78.4049	-75.9505	-1.46244	0.0949904	
282	78.4049	-75.9505	-0.638052	0.0949904	
283	78.4049	-75.9505	0.88363	0.0949904	
284	78.4049	-75.9505	-2.07749	0.0949904	
285	78.4049	-75.9505	-0.00540018	0.0949904	
286	78.4049	-75.9505	-0.772856	0.0949904	
287	78.4049	-75.9505	-0.00559402	0.0949904	
288	78.4049	-75.9505	-1.01512	0.0949904	
289	78.4049	-75.9505	-0.147831	0.0949904	
290	78.4049	-75.9505	-0.589287	0.0949904	
291	78.4049	-75.9505	-2.02556	0.0949904	
292	78.4049	-75.9505	1.7685	0.0949904	
293	78.4049	-75.9505	0.945072	0.0949904	
294	78.4049	-75.9505	-1.0148	0.0949904	
295	78.4049	-75.9505	1.85586	0.0949904	
296	78.4049	-75.9505	1.86403	0.0949904	
297	78.4049	-75.9505	1.82477	0.0949904	
298	78.4049	-75.9505	2.86656	0.0949904	
299	78.4049	-75.9505	0.829938	0.0949904	
300	78.4049	-75.9505	2.7492	0.0949904	
301	79.6292	-74.8923	-2.78722	-0.0107525	
302	79.6292	-74.8923	2.06484	-0.0107525	
303	79.6292	-74.8923	1.71971	-0.0107525	
304	79.6292	-74.8923	-0.15582	-0.0107525	
305	79.6292	-74.8923	2.58684	-0.0107525	
306	79.6292	-74.8923	-2.15335	-0.0107525	
307	79.6292	-74.8923	-1.36479	-0.0107525	
308	79.6292	-74.8923	2.06086	-0.0107525	
309	79.6292	-74.8923	1.65144	-0.0107525	
310	79.6292	-74.8923	-0.369879	-0.0107525	
311	79.6292	-74.8923	1.08667	-0.0107525	
312	79.6292	-74.8923	-1.36484	-0.0107525	
313	79.6292	-74.8923	-2.00753	-0.0107525	
314	79.6292	-74.8923	-1.29206	-0.0107525	
315	79.6292	-74.8923	-2.11194	-0.0107525	
316	79.6292	-74.8923	0.050064	-0.0107525	
317	79.6292	-74.8923	1.50133	-0.0107525	
318	79.6292	-74.8923	-0.47843	-0.0107525	
319	79.6292	-74.8923	-2.10663	-0.0107525	
320	79.6292	-74.8923	2.61201	-0.0107525	
321	79.6292	-74.8923	-2.12654	-0.0107525	
322	79.6292	-74.8923	1.50105	-0.0107525	
323	79.6292	-74.8923	-2.08672	-0.0107525	
324	79.6292	-74.8923	-0.213323	-0.0107525	
325	79.6292	-74.8923	-0.995644	-0.0107525	
326	79.6292	-74.8923	2.57366	-0.0107525	
327	80.5441	-73.5007	-2.93648	-0.028585	
328	80.5441	-73.5007	-2.22498	-0.028585	
329	80.5441	-73.5007	2.28356	-0.028585	
330	80.5441	-73.5007	-2.3505	-0.028585	
331	80.5441	-73.5007	-1.36052	-0.028585	
332	80.5441	-73.5007	-2.16958	-0.028585	
333	80.5441	-73.5007	2.59381	-0.028585	
334	80.5441	-73.5007	1.20164	-0.028585	
335	80.5441	-73.5007	-0.388023	-0.028585	
336	80.5441	-73.5007	2.98359	-0.028585	
337	80.5441	-73.5007	1.87107	-0.028585	
338	80.5441	-73.5007	-1.36102	-0.028585	
339	80.5441	-73.5007	0.298665	-0.028585	
340	80.5441	-73.5007	1.97878	-0.028585	
341	80.5441	-73.5007	-0.249752	-0.028585	
342	80.5441	-73.5007	0.0469478	-0.028585	
343	80.5441	-73.5007	1.86709	-0.028585	
344	80.5441	-73.5007	0.0814351	-0.028585	
345	80.5441	-73.5007	-0.435471	-0.028585	
346	80.5441	-73.5007	-0.604893	-0.028585	
347	80.5441	-73.5007	2.56564	-0.028585	
348	80.5441	-73.5007	-0.386724	-0.028585	
349	80.5441	-73.5007	3.01535	-0.028585	
350	80.5441	-73.5007	-0.955793	-0.028585	
351	80.5441	-73.5007	-0.0921067	-0.028585	
352	80.5441	-73.5007	-2.21605	-0.028585	
353	80.5441	-73.5007	-1.35749	-0.028585	
354	80.5441	-73.5007	0.471292	-0.028585	
355	80.5441	-73.5007	0.471486	-0.028585	
356	80.5441	-73.5007	-0.289837	-0.028585	
357	81.5256	-71.9279	-1.07605	-0.0516853	
358	81.5256	-71.9279	2.12867	-0.0516853	
359	81.5256	-71.9279	2.98411	-0.0516853	
360	81.5256	-71.9279	2.33485	-0.0516853	
361	81.5256	-71.9279	2.34444	-0.0516853	
362	81.5256	-71.9279	1.32758	-0.0516853	
363	81.5256	-71.9279	2.38504	-0.0516853	
364	81.5256	-71.9279	2.4038	-0.0516853	
365	81.5256	-71.9279	0.327252	-0.0516853	
366	81.5256	-71.9279	0.56697	-0.0516853	
367	81.5256	-71.9279	0.00253736	-0.0516853	
368	81.5256	-71.9279	1.14773	-0.0516853	
369	81.5256	-71.9279	-0.37315	-0.0516853	
370	81.5256	-71.9279	-2.30272	-0.0516853	
371	81.5256	-71.9279	-1.35893	-0.0516853	
372	81.5256	-71.9279	0.664998	-0.0516853	
373	81.5256	-71.9279	-2.31778	-0.0516853	
374	81.5256	-71.9279	1.26802	-0.0516853	
375	81.5256	-71.9279	-0.324376	-0.0516853	
376	81.5256	-71.9279	0.67242	-0.0516853	
377	81.5256	-71.9279	-1.63763	-0.0516853	
378	81.5256	-71.9279	-1.35845	-0.0516853	
379	81.5256	-71.9279	2.57167	-0.0516853	
380	81.5256	-71.9279	-1.65336	-0.0516853	
381	81.5256	-71.9279	-1.35185	-0.0516853	
382	81.5256	-71.9279	1.31584	-0.0516853	
383	82.0302	-70.3886	-1.4465	0.020121	
384	82.0302	-70.3886	-2.49086	0.020121	
385	82.0302	-70.3886	-2.75905	0.020121	
386	82.0302	-70.3886	-2.5657	0.020121	
387	82.0302	-70.3886	-2.08191	0.020121	
388	82.0302	-70.3886	2.18366	0.020121	
389	82.0302	-70.3886	-0.0100606	0.020121	
390	82.0302	-70.3886	2.90268	0.020121	
391	82.0302	-70.3886	2.40876	0.020121	
392	82.0302	-70.3886	2.36259	0.020121	
393	82.0302	-70.3886	0.495268	0.020121	
394	82.0302	-70.3886	1.20872	0.020121	
395	82.0302	-70.3886	0.936918	0.020121	
396	82.0302	-70.3886	-2.1129	0.020121	
397	82.0302	-70.3886	-1.84068	0.020121	
398	82.0302	-70.3886	0.747917	0.020121	
399	82.0302	-70.3886	-2.48135	0.020121	
400	82.0302	-70.3886	1.32945	0.020121	
401	82.0302	-70.3886	1.05085	0.020121	
402	82.0302	-70.3886	-1.85547	0.020121	
403	82.0302	-70.3886	1.35678	0.020121	
404	82.0302	-70.3886	-0.396685	0.020121	
405	82.0302	-70.3886	-0.394807	0.020121	
406	82.0302	-70.3886	-0.459334	0.020121	
407	82.0302	-70.3886	-0.281648	0.020121	
408	82.0302	-70.3886	-0.394214	0.020121	
409	82.0302	-70.3886	-2.71266	0.020121	
410	82.0302	-70.3886	0.531682	0.020121	
411	82.0302	-70.3886	0.826564	0.020121	
412	82.0302	-70.3886	0.811405	0.020121	
413	82.4947	-68.7765	-1.89392	-0.00119358	
414	82.4947	-68.7765	1.56194	-0.00119358	
415	82.4947	-68.7765	1.59261	-0.00119358	
416	82.4947	-68.7765	-2.55494	-0.00119358	
417	82.4947	-68.7765	-2.84444	-0.00119358	
418	82.4947	-68.7765	-2.3884	-0.00119358	
419	82.4947	-68.7765	2.91965	-0.00119358	
420	82.4947	-68.7765	-0.793346	-0.00119358	
421	82.4947	-68.7765	1.44207	-0.00119358	
422	82.4947	-68.7765	-2.3013	-0.00119358	
423	82.4947	-68.7765	-2.42389	-0.00119358	
424	82.4947	-68.7765	1.67709	-0.00119358	
425	82.4947	-68.7765	1.54409	-0.00119358	
426	82.4947	-68.7765	2.45285	-0.00119358	
427	82.4947	-68.7765	2.49973	-0.00119358	
428	82.4947	-68.7765	1.60752	-0.00119358	
429	82.4947	-68.7765	-2.80275	-0.00119358	
430	82.4947	-68.7765	-2.42087	-0.00119358	
431	82.4947	-68.7765	-2.39175	-0.00119358	
432	82.4947	-68.7765	1.45757	-0.00119358	
433	82.4947	-68.7765	2.31612	-0.00119358	
434	82.4947	-68.7765	-2.55088	-0.00119358	
435	82.4947	-68.7765	1.5549	-0.00119358	
436	82.4947	-68.7765	-0.022116	-0.00119358	
437	82.4947	-68.7765	-0.377362	-0.00119358	
438	82.4947	-68.7765	-0.402025	-0.00119358	
439	82.4947	-68.7765	-1.33464	-0.00119358	
440	82.4947	-68.7765	-2.27935	-0.00119358	
441	82.4947	-68.7765	-0.266312	-0.00119358	
442	82.4947	-68.7765	-0.376358	-0.00119358	
443	82.8071	-67.1017	-2.60879	-0.0318403	
444	82.8071	-67.1017	-2.60448	-0.0318403	
445	82.8071	-67.1017	-2.60581	-0.0318403	
446	82.8071	-67.1017	0.129299	-0.0318403	
447	82.8071	-67.1017	2.9451	-0.0318403	
448	82.8071	-67.1017	-2.60708	-0.0318403	
449	82.8071	-67.1017	2.1254	-0.0318403	
450	82.8071	-67.1017	2.2173	-0.0318403	
451	82.8071	-67.1017	2.42497	-0.0318403	
452	82.8071	-67.1017	1.95265	-0.0318403	
453	82.8071	-67.1017	2.44037	-0.0318403	
454	82.8071	-67.1017	2.41981	-0.0318403	
455	82.8071	-67.1017	-2.60054	-0.0318403	
456	82.8071	-67.1017	2.54814	-0.0318403	
457	82.8071	-67.1017	2.13385	-0.0318403	
458	82.8071	-67.1017	2.43436	-0.0318403	
459	82.8071	-67.1017	2.56243	-0.0318403	
460	82.8071	-67.1017	-0.418798	-0.0318403	
461	82.8071	-67.1017	1.52145	-0.0318403	
462	82.8071	-67.1017	-2.85017	-0.0318403	
463	82.8071	-67.1017	0.0251223	-0.0318403	
464	82.8071	-67.1017	2.54974	-0.0318403	
465	82.8071	-67.1017	-0.350404	-0.0318403	
466	82.8071	-67.1017	2.5401	-0.0318403	
467	82.8071	-67.1017	-0.236947	-0.0318403	
468	82.8071	-67.1017	1.58281	-0.0318403	
469	82.8071	-67.1017	1.65004	-0.0318403	
470	82.8071	-67.1017	2.44116	-0.0318403	
471	82.8071	-67.1017	1.60492	-0.0318403	
472	82.8071	-67.1017	1.60136	-0.0318403	
473	82.4801	-65.4883	2.33932	-0.055543	
474	82.4801	-65.4883	3.01138	-0.055543	
475	82.4801	-65.4883	-2.6819	-0.055543	
476	82.4801	-65.4883	-2.67893	-0.055543	
477	82.4801	-65.4883	3.01188	-0.055543	
478	82.4801	-65.4883	-2.68054	-0.055543	
479	82.4801	-65.4883	2.27411	-0.055543	
480	82.4801	-65.4883	-2.43457	-0.055543	
481	82.4801	-65.4883	0.151432	-0.055543	
482	82.4801	-65.4883	2.53939	-0.055543	
483	82.4801	-65.4883	2.36208	-0.055543	
484	82.4801	-65.4883	2.98434	-0.055543	
485	82.4801	-65.4883	2.51587	-0.055543	
486	82.4801	-65.4883	2.31228	-0.055543	
487	82.4801	-65.4883	2.51211	-0.055543	
488	82.4801	-65.4883	2.57474	-0.055543	
489	82.4801	-65.4883	-2.70284	-0.055543	
490	82.4801	-65.4883	-2.43879	-0.055543	
491	82.4801	-65.4883	2.66588	-0.055543	
492	82.4801	-65.4883	-0.506578	-0.055543	
493	82.4801	-65.4883	-0.639212	-0.055543	
494	82.4801	-65.4883	0.0387642	-0.055543	
495	82.4801	-65.4883	2.64052	-0.055543	
496	82.4801	-65.4883	-2.67116	-0.055543	
497	82.4801	-65.4883	-0.0771391	-0.055543	
498	82.4801	-65.4883	-0.0163974	-0.055543	
499	82.4801	-65.4883	-2.847	-0.055543	
500	82.4801	-65.4883	-2.67712	-0.055543	
501	82.4801	-65.4883	-0.305203	-0.055543	
502	82.4801	-65.4883	-2.7766	-0.055543	
503	82.0246	-63.8723	2.99605	-0.0486357	
504	82.0246	-63.8723	2.99878	-0.0486357	
505	82.0246	-63.8723	-2.73162	-0.0486357	
506	82.0246	-63.8723	2.99768	-0.0486357	
507	82.0246	-63.8723	0.131768	-0.0486357	
508	82.0246	-63.8723	2.994	-0.0486357	
509	82.0246	-63.8723	-2.72904	-0.0486357	
510	82.0246	-63.8723	2.78232	-0.0486357	
511	82.0246	-63.8723	-0.391577	-0.0486357	
512	82.0246	-63.8723	-2.63679	-0.0486357	
513	82.0246	-63.8723	-2.81259	-0.0486357	
514	82.0246	-63.8723	-0.515295	-0.0486357	
515	82.0246	-63.8723	2.78876	-0.0486357	
516	82.0246	-63.8723	-2.79544	-0.0486357	
517	82.0246	-63.8723	0.0171786	-0.0486357	
518	82.0246	-63.8723	-0.821169	-0.0486357	
519	82.0246	-63.8723	2.78646	-0.0486357	
520	82.0246	-63.8723	-2.77497	-0.0486357	
521	82.0246	-63.8723	-0.122869	-0.0486357	
522	82.0246	-63.8723	-0.136204	-0.0486357	
523	82.0246	-63.8723	-0.921921	-0.0486357	
524	82.0246	-63.8723	-1.01835	-0.0486357	
525	82.0246	-63.8723	-0.435642	-0.0486357	
526	82.0246	-63.8723	2.76319	-0.0486357	
527	82.0246	-63.8723	-1.00423	-0.0486357	
528	82.0246	-63.8723	-0.513756	-0.0486357	
529	82.0246	-63.8723	-0.904875	-0.0486357	
530	82.0246	-63.8723	-2.92554	-0.0486357	
531	82.0246	-63.8723	-0.0477265	-0.0486357	
532	82.0246	-63.8723	3.12119	-0.0486357	
533	81.7365	-62.3131	3.03683	-0.0215758	
534	81.7365	-62.3131	3.03898	-0.0215758	
535	81.7365	-62.3131	2.96732	-0.0215758	
536	81.7365	-62.3131	-2.80242	-0.0215758	
537	81.7365	-62.3131	2.97513	-0.0215758	
538	81.7365	-62.3131	-0.573311	-0.0215758	
539	81.7365	-62.3131	2.9443	-0.0215758	
540	81.7365	-62.3131	-2.8448	-0.0215758	
541	81.7365	-62.3131	-0.79571	-0.0215758	
542	81.7365	-62.3131	-2.79671	-0.0215758	
543	81.7365	-62.3131	-2.5034	-0.0215758	
544	81.7365	-62.3131	-0.797629	-0.0215758	
545	81.7365	-62.3131	-0.913939	-0.0215758	
546	81.7365	-62.3131	-2.72994	-0.0215758	
547	81.7365	-62.3131	-2.73843	-0.0215758	
548	81.7365	-62.3131	-1.42492	-0.0215758	
549	81.7365	-62.3131	-0.644374	-0.0215758	
550	81.7365	-62.3131	-0.105672	-0.0215758	
551	81.7365	-62.3131	-2.76735	-0.0215758	
552	81.7365	-62.3131	-2.85505	-0.0215758	
553	81.7365	-62.3131	-2.87045	-0.0215758	
554	81.7365	-62.3131	-2.88402	-0.0215758	
555	81.4643	-60.6334	3.15306	-0.0942418	
