from	to	label	distance	angle
41	33	1	1.358317	-1.704137
3	4	2	1.086537	-2.964848
1	41	3	0.9380994	0.9838045
24	21	4	2.185797	-2.182766
21	33	5	0.7098463	-3.04733
44	2	6	0.798887	-1.389666
20	8	7	0.6139536	3.051943
26	36	8	0.9039805	0.7386965
21	8	9	1.168895	-2.060317
5	38	10	0.6526899	-1.731851
8	16	11	0.8311836	-1.631675
39	18	12	1.926234	2.01831
43	17	13	1.653309	-1.03071
5	27	14	1.222801	2.011064
42	2	15	0.3589851	1.854982
24	18	16	1.816176	-0.5155197
5	35	17	0.899022	1.602589
46	47	18	1.260393	2.24335
5	36	19	0.5269769	-1.656514
7	29	20	0.4742767	1.423125
32	11	21	1.197418	-2.603063
15	4	22	0.5667843	-1.081984
28	6	23	0.854354	-2.392913
28	15	24	0.4343757	1.909601
9	15	25	0.6673553	-2.979096
9	4	26	0.7239546	-2.143663
28	34	27	1.85272	-0.07625164
46	22	28	0.7642505	-2.172433
50	1	29	1.658322	1.709814
49	6	30	1.153901	1.190101
24	43	31	2.629981	-1.545959
16	42	32	0.8061266	-0.9852181
1	49	33	1.036729	1.48616
40	6	34	1.631901	1.389432
16	50	35	0.7490452	1.862905
40	49	36	0.5505044	1.817432
4	41	37	1.960872	-1.960237
4	24	38	1.666568	-0.898949
44	50	39	0.4904664	2.585915
40	1	40	0.5463293	-1.989334
33	8	41	0.9775089	-1.409405
25	13	42	0.9000369	2.530262
40	50	43	2.141509	-1.567176
12	42	44	0.1943403	2.477568
12	48	45	0.7024575	-0.2788742
20	13	46	0.8089599	-1.616247
13	20	47	0.8089599	1.525346
25	12	48	0.8010421	-2.835268
48	30	49	0.4570987	0.7472106
17	48	50	1.608826	-2.767319
17	30	51	1.194812	-2.907165
16	13	52	0.626197	-0.05343981
16	8	53	0.8311836	1.509918
38	26	54	0.7811701	-2.464426
48	12	55	0.7024575	2.862718
39	43	56	2.348357	3.14043
20	21	57	1.088346	1.627675
26	17	58	1.829823	-2.7929
10	37	59	0.8939282	-2.72415
11	37	60	0.9387374	-2.215675
30	2	61	1.311113	2.873675
37	30	62	1.412658	-3.105795
26	32	63	0.5265266	1.3367
11	30	64	2.132119	-2.756575
5	19	65	0.4716109	1.796146
19	32	66	1.185421	-1.993188
22	11	67	2.547884	-1.83351
36	26	68	0.9039805	-2.402896
10	17	69	1.075352	-3.015307
27	7	70	1.46016	2.028183
22	32	71	1.882313	-1.374973
18	7	72	1.187579	1.038661
31	7	73	0.8487319	-0.2121131
31	23	74	0.6556064	1.64692
29	47	75	0.2186649	-2.936135
34	22	76	2.875771	-0.9371008
38	39	77	0.883037	2.794247
17	43	78	1.653309	2.110882
39	5	79	0.9961234	0.3522307
39	27	80	1.507751	1.292759
35	46	81	1.077463	2.049644
35	27	82	0.5345286	2.742671
3	24	83	1.495768	-1.592381
3	23	84	1.378862	-0.3984736
24	31	85	1.387303	0.2229155
24	23	86	1.618793	0.6351323
34	23	87	0.6813717	-0.4454261
34	47	88	1.521513	-0.4791443
23	29	89	1.016483	-0.3654637
23	47	90	0.8408422	-0.506466
9	34	91	1.487032	-0.4589649
33	41	92	1.358317	1.437456
4	3	93	1.086537	0.1767447
41	1	94	0.9380994	-2.157788
21	24	95	2.185797	0.9588262
33	21	96	0.7098463	0.09426249
2	44	97	0.798887	1.751926
8	20	98	0.6139536	-0.08965012
36	26	99	0.9039805	-2.402896
8	21	100	1.168895	1.081276
38	5	101	0.6526899	1.409741
16	8	102	0.8311836	1.509918
18	39	103	1.926234	-1.123283
17	43	104	1.653309	2.110882
27	5	105	1.222801	-1.130529
2	42	106	0.3589851	-1.286611
18	24	107	1.816176	2.626073
35	5	108	0.899022	-1.539003
47	46	109	1.260393	-0.8982428
36	5	110	0.5269769	1.485079
29	7	111	0.4742767	-1.718468
11	32	112	1.197418	0.5385301
4	15	113	0.5667843	2.059608
6	28	114	0.854354	0.7486801
15	28	115	0.4343757	-1.231992
15	9	116	0.6673553	0.162497
4	9	117	0.7239546	0.9979295
34	28	118	1.85272	3.065341
22	46	119	0.7642505	0.9691594
1	50	120	1.658322	-1.431778
6	49	121	1.153901	-1.951492
43	24	122	2.629981	1.595633
42	16	123	0.8061266	2.156375
49	1	124	1.036729	-1.655433
6	40	125	1.631901	-1.752161
50	16	126	0.7490452	-1.278687
49	40	127	0.5505044	-1.324161
41	4	128	1.960872	1.181356
24	4	129	1.666568	2.242644
50	44	130	0.4904664	-0.5556775
1	40	131	0.5463293	1.152259
8	33	132	0.9775089	1.732188
13	25	133	0.9000369	-0.6113303
50	40	134	2.141509	1.574417
42	12	135	0.1943403	-0.6640244
48	12	136	0.7024575	2.862718
13	20	137	0.8089599	1.525346
20	13	138	0.8089599	-1.616247
12	25	139	0.8010421	0.3063247
30	48	140	0.4570987	-2.394382
48	17	141	1.608826	0.3742734
30	17	142	1.194812	0.2344278
13	16	143	0.626197	3.088153
8	16	144	0.8311836	-1.631675
26	38	145	0.7811701	0.6771665
12	48	146	0.7024575	-0.2788742
43	39	147	2.348357	-0.001162908
21	20	148	1.088346	-1.513918
17	26	149	1.829823	0.3486924
37	10	150	0.8939282	0.4174427
37	11	151	0.9387374	0.9259173
2	30	152	1.311113	-0.2679173
30	37	153	1.412658	0.03579783
32	26	154	0.5265266	-1.804892
30	11	155	2.132119	0.3850181
19	5	156	0.4716109	-1.345446
32	19	157	1.185421	1.148404
11	22	158	2.547884	1.308083
26	36	159	0.9039805	0.7386965
17	10	160	1.075352	0.1262855
7	27	161	1.46016	-1.113409
32	22	162	1.882313	1.76662
7	18	163	1.187579	-2.102932
7	31	164	0.8487319	2.92948
23	31	165	0.6556064	-1.494673
47	29	166	0.2186649	0.2054579
22	34	167	2.875771	2.204492
39	38	168	0.883037	-0.3473452
43	17	169	1.653309	-1.03071
5	39	170	0.9961234	-2.789362
27	39	171	1.507751	-1.848834
46	35	172	1.077463	-1.091949
27	35	173	0.5345286	-0.3989221
24	3	174	1.495768	1.549211
23	3	175	1.378862	2.743119
31	24	176	1.387303	-2.918677
23	24	177	1.618793	-2.50646
23	34	178	0.6813717	2.696167
47	34	179	1.521513	2.662448
29	23	180	1.016483	2.776129
47	23	181	0.8408422	2.635127
34	9	182	1.487032	2.682628
41	45	183	1.778573	-1.800996
3	9	184	0.7954631	2.589297
1	45	185	0.9573665	-1.451695
24	41	186	1.853271	-2.862993
21	41	187	1.383394	1.960923
44	30	188	1.807383	-0.6774628
20	21	189	1.088346	1.627675
26	32	190	0.5265266	1.3367
21	33	191	0.7098463	-3.04733
5	14	192	0.4671882	-1.77095
8	45	193	0.6941759	2.154055
39	27	194	1.507751	1.292759
43	25	195	1.66767	-1.91253
5	35	196	0.899022	1.602589
42	50	197	1.538482	2.015065
24	43	198	2.629981	-1.545959
5	19	199	0.4716109	1.796146
46	22	200	0.7642505	-2.172433
5	38	201	0.6526899	-1.731851
7	46	202	0.8520404	-0.7193683
32	10	203	1.266706	-2.22921
15	6	204	1.101987	-2.023009
