label	xPos	yPos	vote	north
0	0	0	0	0
1	-2.66989	0.4412	0	0
2	-1.87951	-2.24567	0	0
3	-0.336215	3.22736	0	0
4	-1.40583	3.03632	0	0
5	2.98014	-0.556307	0	0
6	-2.15349	2.54551	0	0
7	1.81419	1.85995	0	0
8	-2.17382	-1.08879	0	0
9	-1.01341	3.64469	0	0
10	1.61375	-2.17977	0	0
11	1.36086	-1.79198	0	0
12	-1.62581	-2.71003	0	0
13	-1.59908	-1.95189	0	0
14	2.88725	-1.01417	0	0
15	-1.67197	3.53673	0	0
16	-2.22439	-1.91844	0	0
17	0.546963	-2.31522	0	0
18	1.21164	0.836587	0	0
19	2.87476	-0.0966203	0	0
20	-1.56233	-1.14376	0	0
21	-1.6242	-0.0571755	0	0
22	2.02255	0.668481	0	0
23	0.934619	2.69234	0	0
24	-0.368499	1.73194	0	0
25	-0.862056	-2.46847	0	0
26	2.26667	-1.69002	0	0
27	2.459	0.549885	0	0
28	-1.52761	3.12704	0	0
29	1.88397	2.32907	0	0
30	-0.615168	-2.59275	0	0
31	0.984478	2.03863	0	0
32	2.3888	-1.17786	0	0
33	-2.33089	-0.123988	0	0
34	0.31973	2.98591	0	0
35	2.95156	0.342261	0	0
36	2.93502	-1.08135	0	0
37	0.796585	-2.54219	0	0
38	2.87547	-1.20055	0	0
39	2.04517	-0.899962	0	0
40	-2.44784	0.940372	0	0
41	-2.15031	1.22227	0	0
42	-1.77885	-2.59026	0	0
43	-0.303185	-0.897231	0	0
44	-2.02342	-1.45985	0	0
45	-2.55613	-0.509385	0	0
46	2.45511	1.29854	0	0
47	1.66991	2.28446	0	0
48	-0.95049	-2.9034	0	0
49	-2.58225	1.47422	0	0
50	-2.44009	-1.20112	0	0
