from	to	label	distance	angle
2	6	1	0.420459	-0.912423
10	5	2	0.679604	-1.37819
2	8	3	1.46401	0.72391
8	4	4	0.227042	0.774952
8	6	5	1.54943	-2.14348
4	9	6	0.35472	1.22049
4	7	7	1.68657	-0.252143
4	8	8	0.227042	-2.36664
4	3	9	1.39823	-1.04308
4	10	10	1.56662	-0.76689
3	5	11	0.777954	-0.778148
3	6	12	1.72459	-2.99432
6	2	13	0.420459	2.22917
5	10	14	0.679604	1.7634
8	2	15	1.46401	-2.41768
4	8	16	0.227042	-2.36664
6	8	17	1.54943	0.998114
9	4	18	0.35472	-1.9211
7	4	19	1.68657	2.88945
8	4	20	0.227042	0.774952
3	4	21	1.39823	2.09851
10	4	22	1.56662	2.3747
5	3	23	0.777954	2.36345
6	3	24	1.72459	0.14727
2	8	25	1.46401	0.72391
10	7	26	0.836154	0.9221
2	1	27	1.46062	1.38292
8	1	28	0.946346	2.62761
8	3	29	1.36059	-0.880573
4	1	30	1.03278	2.84037
4	9	31	0.35472	1.22049
4	3	32	1.39823	-1.04308
4	10	33	1.56662	-0.76689
4	7	34	1.68657	-0.252143
3	10	35	0.440898	0.277874
3	5	36	0.777954	-0.778148
8	2	37	1.46401	-2.41768
7	10	38	0.836154	-2.21949
1	2	39	1.46062	-1.75867
1	8	40	0.946346	-0.513984
3	8	41	1.36059	2.26102
1	4	42	1.03278	-0.301222
9	4	43	0.35472	-1.9211
3	4	44	1.39823	2.09851
10	4	45	1.56662	2.3747
7	4	46	1.68657	2.88945
10	3	47	0.440898	-2.86372
5	3	48	0.777954	2.36345
6	8	49	1.54943	0.998114
5	7	50	1.3851	1.29658
8	1	51	0.946346	2.62761
4	1	52	1.03278	2.84037
6	3	53	1.72459	0.14727
9	1	54	1.10834	-3.11744
7	9	55	1.6891	2.6789
8	3	56	1.36059	-0.880573
3	10	57	0.440898	0.277874
10	7	58	0.836154	0.9221
5	10	59	0.679604	1.7634
6	5	60	2.27891	-0.128941
8	6	61	1.54943	-2.14348
7	5	62	1.3851	-1.84501
1	8	63	0.946346	-0.513984
1	4	64	1.03278	-0.301222
3	6	65	1.72459	-2.99432
1	9	66	1.10834	0.0241495
9	7	67	1.6891	-0.462689
3	8	68	1.36059	2.26102
10	3	69	0.440898	-2.86372
7	10	70	0.836154	-2.21949
10	5	71	0.679604	-1.37819
5	6	72	2.27891	3.01265
