label	xPos	yPos	vote	north
0	0	0	0	0
1	3.6056185	-7.2919364	0	0
2	7.7238094	1.6996207	0	0
3	4.5432039	-6.6596007	0	0
4	-5.9217557	5.4378863	0	0
5	-5.9654643	3.9854188	0	0
6	-1.6061135	6.1120523	0	0
7	-6.6058906	-1.1642392	0	0
8	-1.1120891	7.0977331	0	0
9	3.8080014	-6.4138861	0	0
10	5.4517078	3.335865	0	0
11	0.54576198	7.4731361	0	0
12	-2.3235166	-1.2949736	0	0
13	4.7721775	2.0303681	0	0
14	5.934737	-0.35062005	0	0
15	1.1223522	-6.579714	0	0
16	7.5527089	-1.7350668	0	0
17	6.3372442	2.2108063	0	0
18	6.4160964	2.6753554	0	0
19	-2.0812789	-4.2565119	0	0
20	2.8140966	-3.6308831	0	0
21	-6.6609395	-4.4872023	0	0
22	4.8819074	-5.5050151	0	0
23	-3.1166174	-2.2055123	0	0
24	-1.8054491	2.2040132	0	0
25	-4.2979078	2.0865724	0	0
26	-3.1452298	-5.6692598	0	0
27	4.3346803	-2.8277474	0	0
28	-7.7451114	-1.2972659	0	0
29	3.0104759	5.9318067	0	0
30	-1.0323839	-1.4086054	0	0
31	0.91923087	2.9250701	0	0
32	-7.498411	2.1016625	0	0
33	3.7652067	-6.7886765	0	0
34	-3.5590043	-4.8923236	0	0
35	-7.425764	2.239986	0	0
36	7.6134435	-1.6003205	0	0
37	-6.4461572	3.6165838	0	0
38	2.979914	-4.5344735	0	0
39	5.7658879	0.78714504	0	0
40	2.0586559	-4.686155	0	0
41	2.3285836	-6.9965828	0	0
42	-7.2399552	-0.71456786	0	0
43	5.1421685	5.4082377	0	0
44	-1.173902	-6.4360698	0	0
45	5.7568058	3.6970485	0	0
46	0.99815278	6.0665031	0	0
47	6.0668968	1.9658519	0	0
48	-3.5560259	-3.5095437	0	0
49	1.3850604	4.7921987	0	0
50	-0.20557651	2.0489354	0	0
51	3.8038698	-6.7883939	0	0
52	5.9053657	6.1011556	0	0
53	4.9603573	-2.4618889	0	0
54	-7.178904	-2.653005	0	0
55	6.3140261	2.2736751	0	0
56	1.2423577	-7.9495275	0	0
57	2.1222262	-7.1553378	0	0
58	-7.7609489	-2.583324	0	0
59	-7.1217156	1.7155863	0	0
60	0.70287968	-7.5078153	0	0
61	1.9104524	4.9414659	0	0
