label	xPos	yPos	vote	north
0	0	0	0	0
1	0.56508533	-7.4715947	0	0
2	-7.2650037	-2.9015168	0	0
3	-0.51071551	-7.3270521	0	0
4	2.9094525	7.0244391	0	0
5	3.0811201	5.1542005	0	0
6	-0.89168139	5.2063852	0	0
7	4.7047062	1.3502355	0	0
8	-1.730865	6.0203457	0	0
9	0.37749577	-6.8014509	0	0
10	-4.8003505	0.57207785	0	0
11	-3.093107	5.9254421	0	0
12	1.9092274	0.33014222	0	0
13	-3.769993	0.057038363	0	0
14	-3.8611238	-2.5954568	0	0
15	1.4657818	-5.172835	0	0
16	-5.0969352	-5.2248607	0	0
17	-5.6027417	-0.65606616	0	0
18	-6.2912451	-0.59294601	0	0
19	2.7815477	-1.4664131	0	0
20	-0.3450373	-3.6411485	0	0
21	7.5899509	-0.99834361	0	0
22	-1.254567	-5.9658515	0	0
23	1.7555925	-0.45896776	0	0
24	0.42812248	2.3173598	0	0
25	1.9298926	3.0257502	0	0
26	4.2385833	-2.2673454	0	0
27	-2.1121553	-3.0749998	0	0
28	7.2732747	2.6018231	0	0
29	-4.9881771	2.9166042	0	0
30	0.74672021	-0.36848594	0	0
31	-1.2960689	1.6199347	0	0
32	5.4831437	5.2369555	0	0
33	0.060059552	-7.0482594	0	0
34	3.4186527	-1.69169	0	0
35	4.5989256	4.6372842	0	0
36	-5.1413296	-4.4586483	0	0
37	3.8483299	5.2315716	0	0
38	0.27258863	-4.3738198	0	0
39	-4.0885134	-1.5472786	0	0
40	0.61406116	-3.6242942	0	0
41	0.74515121	-6.1888374	0	0
42	5.1861303	2.0082608	0	0
43	-6.4834352	1.5237773	0	0
44	2.9987529	-4.0808968	0	0
45	-6.0159517	0.48222466	0	0
46	-3.1384505	3.9035346	0	0
47	-5.1630641	-0.63985162	0	0
48	3.4224471	-0.61353066	0	0
49	-2.4915104	2.7418994	0	0
50	-0.64709446	1.7240532	0	0
51	-0.037373269	-7.1869852	0	0
52	-7.796306	2.0139788	0	0
53	-2.6619217	-3.3035127	0	0
54	7.0990961	1.1005844	0	0
55	-5.2470687	-0.5244228	0	0
56	2.7270503	-7.3639826	0	0
57	1.9643897	-5.9363677	0	0
58	7.3743606	1.4196699	0	0
59	4.8772107	4.5747293	0	0
60	2.3548718	-6.0738466	0	0
61	-2.7505114	2.5454485	0	0
62	5.4888324	4.0377978	0	0
63	0.75565686	-4.6310497	0	0
64	0.74961015	5.2005646	0	0
65	-2.9789016	2.5862356	0	0
66	-3.1547387	-4.1243053	0	0
67	-2.2358665	-3.8240644	0	0
68	2.7386678	-7.3905762	0	0
69	-4.2053101	6.0788613	0	0
70	-6.1997957	-4.3249627	0	0
71	-1.6161467	-2.2845535	0	0
72	-2.4137161	-3.5168166	0	0
73	-3.9597537	4.9503615	0	0
74	-0.93065554	3.0089999	0	0
75	-6.6009569	3.1385416	0	0
76	6.3422475	-2.4491405	0	0
77	3.3181953	5.7176258	0	0
78	-0.86966185	-2.8148951	0	0
79	-4.618475	0.69374736	0	0
80	-4.9915148	-6.1739387	0	0
81	5.509543	-3.7757756	0	0
82	-5.1353105	-2.698963	0	0
83	6.4983148	-4.4869222	0	0
84	-3.3232794	3.1250199	0	0
85	-1.6738853	1.8718225	0	0
86	0.93592119	5.3943563	0	0
87	-2.5673465	-5.6204845	0	0
88	3.57256	-5.0303814	0	0
89	0.50097746	3.1950489	0	0
90	2.5585954	-5.8674795	0	0
91	1.0751003	-5.3005233	0	0
92	6.719608	3.3443789	0	0
93	0.8122939	-6.8260494	0	0
94	-0.32511243	5.0619525	0	0
95	5.2150906	0.69336817	0	0
96	4.0689856	-0.87147976	0	0
97	-4.0352406	0.66268594	0	0
98	-2.4026816	0.98679919	0	0
99	5.7148423	4.2762009	0	0
100	3.8197084	-1.8756068	0	0
101	-8.1275912	-2.1215346	0	0
102	-3.3733243	-3.5007559	0	0
103	-2.7630792	3.8565269	0	0
104	3.4056937	-3.1623711	0	0
105	-5.8134877	0.87092587	0	0
106	3.3572999	0.26272113	0	0
107	0.40718828	-2.5721685	0	0
108	-4.3273256	2.276391	0	0
109	0.40767838	-1.9258451	0	0
110	6.9871138	3.188845	0	0
111	4.7254607	-6.0063547	0	0
112	-7.1581784	-3.1567827	0	0
113	-6.747137	-2.3157879	0	0
114	4.7559578	4.8668013	0	0
115	4.401604	-0.41876963	0	0
116	-4.0191067	-6.2358018	0	0
117	-4.3306533	5.5273865	0	0
118	1.3415526	4.2957479	0	0
119	3.8270381	-4.4649589	0	0
120	-0.29596855	6.3376813	0	0
121	-3.0715678	-3.2797671	0	0
122	-6.5728236	-3.4700405	0	0
123	4.9991079	-1.6694255	0	0
124	-1.5323495	-4.0180492	0	0
125	2.0213728	4.2729387	0	0
126	8.0028776	0.72678915	0	0
127	-0.97208347	7.1072958	0	0
128	-5.0835891	-1.8755932	0	0
129	1.2804733	0.07498038	0	0
130	-2.3399207	5.362794	0	0
