from	to	label	distance	angle
388	464	1	0.19869563	-2.3322613
310	254	2	0.9153499	2.4617918
11	13	3	0.63400679	-0.24025022
400	39	4	0.78986266	-0.44913493
92	74	5	0.54653631	-0.98833433
443	389	6	0.58262249	0.58393527
73	13	7	0.90032471	2.3457792
122	219	8	0.53923163	1.9126247
213	287	9	0.62970951	-2.8102588
36	496	10	0.60161947	-1.979989
219	290	11	0.57806806	1.3615575
150	211	12	0.40183511	-0.81103936
176	307	13	0.4354722	-1.1996856
231	456	14	0.57196484	-2.8845899
390	131	15	0.65006802	0.32186718
271	104	16	0.5403311	-2.3647415
427	365	17	0.9193591	-2.5683809
260	206	18	0.79514794	-0.80735204
113	323	19	0.4806514	2.8728502
498	51	20	0.47673802	1.410735
398	402	21	0.78562137	1.5622682
112	428	22	0.39615577	-1.6307069
43	359	23	0.39346131	-0.010416105
214	490	24	0.90403051	-1.7151057
287	373	25	0.64443183	-1.4219295
490	132	26	0.93156045	-2.3283162
242	358	27	0.81867621	-2.9393368
409	111	28	0.71625945	-1.0665786
27	361	29	0.47842823	2.8068202
458	192	30	0.45347522	0.29497089
492	276	31	0.90115908	-2.0373805
260	10	32	0.66551949	0.51435684
71	169	33	0.23926539	-0.20853525
260	419	34	0.71792688	0.076257801
216	72	35	0.72392984	0.72150773
99	309	36	0.74200799	0.31273564
461	244	37	0.41983585	-3.0019753
172	143	38	0.74464131	-2.1203047
330	485	39	0.69832745	0.76924304
134	406	40	0.69134626	2.3953728
292	97	41	0.51004831	3.060765
44	209	42	0.71970348	-1.1110725
172	397	43	0.39184411	-0.44905783
330	58	44	0.81091101	0.25518157
74	440	45	0.54403358	-0.18359726
401	278	46	0.76333982	-0.23888973
201	217	47	0.43855547	-1.582715
353	165	48	0.449007	1.866853
262	164	49	0.7181455	0.4544807
202	130	50	0.32632888	-1.0848577
371	272	51	0.62963262	2.9810717
481	319	52	0.17021634	-2.7855096
159	18	53	0.27912346	2.0658072
262	391	54	0.53703696	-1.8391256
258	296	55	0.4921971	-2.9794866
37	219	56	0.75829237	1.2245971
22	416	57	0.84871819	-2.0750349
100	159	58	0.59711246	-2.1363413
364	286	59	0.65190431	1.1322638
286	456	60	0.32123746	0.23465011
231	275	61	0.13726594	1.5128336
456	57	62	0.53373589	-1.9167617
286	141	63	0.37574742	1.8796317
382	369	64	0.59007763	-3.0902466
358	364	65	0.92036512	2.8535773
364	382	66	0.59462776	1.9169576
474	287	67	0.57233497	-1.8159923
271	268	68	1.0814696	0.98275883
322	418	69	0.54623341	1.4505848
18	152	70	0.35379634	-0.52300102
322	100	71	0.57410972	2.4647043
322	159	72	0.781002	-2.9554565
222	499	73	2.1083101	-2.9110347
259	416	74	0.63910369	-0.41272254
382	456	75	0.79800236	0.1326581
425	165	76	0.54532553	-0.3119315
359	163	77	0.67838864	0.4653749
424	456	78	0.68373493	0.13875166
279	291	79	0.77084079	2.1903713
396	346	80	0.4815224	-1.2302509
247	84	81	0.37299703	-1.2241069
480	346	82	0.47594011	1.9258056
359	152	83	0.76301914	-2.5343733
49	99	84	0.65460126	-1.0583599
131	291	85	0.85560778	1.2555782
99	119	86	0.63689274	-0.59939327
461	309	87	0.54614141	-0.99602724
235	430	88	0.98236394	-2.3088113
236	431	89	0.95078155	0.84430937
241	428	90	0.63280631	0.22055574
20	139	91	0.48487078	-0.45512026
113	346	92	0.49802671	1.0289174
383	180	93	0.63981004	1.3700181
323	309	94	0.5972895	-3.1319215
402	284	95	0.86889443	2.0974132
493	352	96	0.67318459	2.8107743
112	70	97	0.72671702	-3.0974569
70	57	98	0.92932433	2.9195773
212	223	99	0.27660084	-1.0551601
352	275	100	0.44140046	3.0091461
208	498	101	0.70774237	0.82340856
284	325	102	0.46204329	0.70154721
242	222	103	1.1871727	-1.9834722
69	12	104	0.66459368	3.1290181
498	34	105	0.91017362	2.5618578
34	222	106	1.4281225	2.9626046
194	215	107	0.47586867	1.3976677
474	223	108	0.48109614	2.2292704
327	129	109	0.48031979	0.69492993
283	211	110	0.55853321	1.9608042
470	367	111	0.68061105	-2.1559053
213	239	112	0.51696799	-1.3989337
34	498	113	0.91017362	-0.57973484
239	373	114	0.67589936	-2.6267699
208	222	115	2.1117383	2.4951808
238	314	116	0.23910113	1.6069458
224	490	117	0.72734207	-2.399448
226	59	118	0.39701519	2.9374596
3	208	119	1.6067958	1.9750875
388	409	120	0.82639794	-1.1123819
123	304	121	1.0189985	1.4114081
304	486	122	0.95082135	1.3653656
226	85	123	0.96518597	-2.158301
196	320	124	0.67644802	2.6652176
96	206	125	0.59288327	2.256064
4	320	126	0.78892808	-1.1858885
196	118	127	0.79291248	-1.4115976
376	478	128	0.79781308	-2.0083971
345	206	129	0.74045571	-2.8310879
27	472	130	0.62308985	1.1162616
53	15	131	0.3088841	2.0380951
438	191	132	0.53142196	-1.3389632
351	468	133	0.36899975	0.36749728
79	72	134	0.27943494	-0.67886193
345	249	135	0.71064008	1.5945765
438	220	136	0.51741914	1.0415181
270	267	137	0.65645778	-1.8542671
265	107	138	0.65639021	-0.99005917
403	355	139	0.89949343	-1.5128161
378	430	140	0.92294225	-0.79456131
102	140	141	0.56670321	-1.8876531
410	135	142	0.49168737	-1.7185238
