label	xPos	yPos	vote	north
0	0	0	0	0
1	1.2771376	2.1375983	0	0
2	5.0356212	1.3537715	0	0
3	0.45979001	7.4842031	0	0
4	5.6085601	5.2478233	0	0
5	-4.2394614	5.8087961	0	0
6	6.0630031	1.1642314	0	0
7	-3.1325699	5.1633093	0	0
8	7.8080037	0.16052538	0	0
9	6.5955684	-1.1998274	0	0
10	-5.1703117	3.4300739	0	0
11	-6.8310992	3.1696246	0	0
12	5.6047572	5.0713002	0	0
13	6.7408381	2.4289728	0	0
14	-6.2253571	0.20114543	0	0
15	5.0312869	-5.5215358	0	0
16	6.1662	-5.6332191	0	0
17	-1.5939776	4.346448	0	0
18	-2.4999682	7.1436433	0	0
19	-6.112652	4.5799495	0	0
20	6.1908944	-0.85538088	0	0
21	5.912349	4.6391178	0	0
22	-4.7660149	2.4107517	0	0
23	-4.9865171	-6.1355302	0	0
24	-1.8945739	-2.6787496	0	0
25	2.7443275	-7.0291351	0	0
26	-5.6788778	-5.2946019	0	0
27	-6.1233804	-4.7817316	0	0
28	4.4032697	2.3519292	0	0
29	-7.4268356	-2.2529799	0	0
30	-2.5048155	3.3155311	0	0
31	-5.2649718	2.3438821	0	0
32	-3.1180243	-4.667336	0	0
33	8.0825618	0.16303972	0	0
34	-2.4966462	-0.45365633	0	0
35	-4.3328517	6.2874783	0	0
36	-5.9461717	4.3702128	0	0
37	-3.3192694	6.2144135	0	0
38	-6.5231281	-4.2933514	0	0
39	-2.7883016	6.9195687	0	0
40	3.5014073	1.8231766	0	0
41	7.9786367	0.031354369	0	0
42	4.6035642	4.3051502	0	0
43	0.48704484	7.115965	0	0
44	4.6642051	0.48152053	0	0
45	8.2273407	-0.8859457	0	0
46	-4.4735877	5.3450391	0	0
47	-6.2438868	1.9733719	0	0
48	3.3564865	6.916306	0	0
49	5.8823863	-1.9366042	0	0
50	5.2243548	-1.0451144	0	0
51	3.6147326	3.6580927	0	0
52	-6.8706631	2.9918812	0	0
53	6.1734571	-0.53182985	0	0
54	5.0964214	-3.6811429	0	0
55	-1.6427769	-5.0643423	0	0
56	7.9362729	-2.4518131	0	0
57	1.0859284	4.1968331	0	0
58	-2.2313971	1.0920066	0	0
59	5.7766033	0.6015348	0	0
60	-7.9747398	-0.69402628	0	0
61	-4.7410075	5.0674012	0	0
62	-7.9202438	-1.501076	0	0
63	-1.1393609	4.7455313	0	0
64	-3.1558588	-1.1311609	0	0
65	6.4623302	0.25966839	0	0
66	-4.2380289	-7.003965	0	0
67	-6.524591	4.2678158	0	0
68	5.6739739	5.0838642	0	0
69	-3.4534135	5.5499351	0	0
70	-0.61660042	-7.9022858	0	0
71	0.83815844	5.2539789	0	0
72	-4.6867719	-4.8262448	0	0
73	7.4994375	0.57808243	0	0
74	8.0673456	-0.4872253	0	0
75	-6.7174647	3.4577916	0	0
76	-5.7148843	-5.4555493	0	0
77	0.5505615	-4.4661352	0	0
78	4.4942734	-2.1821573	0	0
79	6.253999	2.0707874	0	0
80	-6.5829618	-1.8044374	0	0
81	1.576869	-6.0135655	0	0
82	-5.9356043	4.9471505	0	0
83	1.167089	5.0638035	0	0
84	5.5949657	-1.0734334	0	0
85	-0.63749459	-8.3608987	0	0
86	-1.5232299	-4.4134107	0	0
87	-7.2969256	0.65285371	0	0
88	-4.7950729	0.037891361	0	0
89	-0.6692123	7.4587431	0	0
90	1.205737	-7.4944844	0	0
91	4.4064861	-6.6156128	0	0
92	-7.0442777	3.0435426	0	0
93	0.61956684	7.1710143	0	0
94	-4.9018476	4.6572398	0	0
95	0.021628869	-8.4434294	0	0
96	-0.59165637	-6.6489689	0	0
97	0.86690399	3.412949	0	0
98	-7.447659	2.1499836	0	0
99	1.9323481	5.6271229	0	0
100	0.005124381	7.1844428	0	0
101	-7.1978445	2.2425891	0	0
102	6.3967117	4.5052595	0	0
103	-4.9594604	-3.2658724	0	0
104	5.7683917	-3.9861036	0	0
105	-2.0517917	4.2622092	0	0
106	-6.6553322	-2.6307049	0	0
107	2.2707272	-5.6284871	0	0
108	1.5985916	-7.9228463	0	0
109	6.0313883	3.865103	0	0
110	6.8301033	1.8496089	0	0
111	-5.5138582	-4.1710467	0	0
112	-4.7796114	-0.60887685	0	0
113	-1.5460823	-2.2657518	0	0
114	-1.9199254	-7.5881721	0	0
115	-6.4283474	-4.4052158	0	0
116	-7.1891766	-2.349307	0	0
117	4.8503235	-1.0683863	0	0
118	-2.2754525	-6.4562209	0	0
119	-3.0146477	-7.583267	0	0
120	2.5226358	7.1808886	0	0
121	5.671758	-0.79490562	0	0
122	-7.1927282	-3.6049979	0	0
123	3.352705	-0.21279791	0	0
124	-3.9052198	-5.8487492	0	0
125	3.3887162	-2.8070887	0	0
126	-1.8311249	-1.4879823	0	0
127	1.0901885	7.8353902	0	0
128	6.8965768	3.087681	0	0
129	4.4618116	3.4549618	0	0
130	-1.8414526	-6.9226795	0	0
131	5.2842581	2.8511686	0	0
132	4.6474051	5.7178234	0	0
133	6.1952355	-3.8686747	0	0
134	1.7263801	-6.2220075	0	0
135	-3.3197505	-4.0831049	0	0
136	-3.2749991	6.6916983	0	0
137	8.3006615	-1.6449683	0	0
138	-1.8461064	-1.8906271	0	0
139	6.2263053	3.9978068	0	0
140	5.7407905	2.1673124	0	0
141	-3.7395531	-6.8257922	0	0
142	0.19787279	7.658961	0	0
143	7.7610752	-2.5528057	0	0
144	-7.123053	-1.200698	0	0
145	-2.4399084	-6.8164452	0	0
146	-5.8824725	1.8559863	0	0
147	4.0149703	-6.8070378	0	0
148	6.6414724	-0.57857417	0	0
149	6.7909788	2.3109942	0	0
150	3.4711468	2.5751862	0	0
151	5.0361175	0.22164767	0	0
152	3.5076623	6.9602421	0	0
153	-2.2495387	6.1198665	0	0
154	1.9587335	-6.3464348	0	0
155	-3.5146663	0.23741167	0	0
156	7.2118178	1.9474922	0	0
157	4.913517	2.3880154	0	0
158	-7.5572567	1.9281172	0	0
159	-2.009768	6.9893344	0	0
160	0.93952455	2.6185728	0	0
161	-5.9656407	-2.6393166	0	0
162	0.66468866	6.6609064	0	0
163	-2.8433547	2.0821235	0	0
164	-4.2321734	2.5435818	0	0
165	5.6327724	4.713062	0	0
166	4.287992	-6.5036239	0	0
167	-2.9461657	-2.3450707	0	0
168	-3.0947925	6.833299	0	0
169	-5.5142078	5.0964714	0	0
170	1.7871821	2.7059254	0	0
171	4.9257666	5.6779608	0	0
172	-1.3880523	-4.6482111	0	0
173	0.15296454	6.4785291	0	0
174	-3.3225601	3.6362231	0	0
175	-3.2641396	-5.2715374	0	0
176	2.2718288	4.5985594	0	0
177	2.1175249	5.6851159	0	0
178	0.80043124	7.822991	0	0
179	-6.6942037	-2.3214064	0	0
180	5.8253503	0.77069753	0	0
181	6.864099	-3.027723	0	0
182	5.109756	-2.2083836	0	0
183	-5.070136	3.2374596	0	0
184	-2.7744071	6.287801	0	0
185	-3.5663532	-4.8770014	0	0
186	-5.1509555	-1.1885501	0	0
187	-0.93641075	7.4541741	0	0
188	3.9993599	-3.2886538	0	0
189	5.6637744	5.0755318	0	0
190	-5.0115463	3.7383471	0	0
191	-2.7525362	6.4045031	0	0
192	-2.884741	-6.2990949	0	0
193	-5.9845313	3.7558448	0	0
194	-1.7121377	6.6691675	0	0
195	-1.5134803	-7.8188482	0	0
196	-2.4352323	-7.5686524	0	0
197	7.3281147	-2.8874875	0	0
198	-3.9188897	-6.3854727	0	0
199	-4.4671725	-2.3939555	0	0
200	-4.9612254	5.3674841	0	0
201	-0.8793392	-5.9255673	0	0
202	-4.7492482	5.2911269	0	0
