label	xPos	yPos	vote	north
0	0	0	0	0
1	-1.8252459	1.4206918	0	0
2	-4.8406246	0.87793502	0	0
3	0.13773938	7.5690372	0	0
4	-5.8512555	4.9136075	0	0
5	3.357643	5.7908845	0	0
6	-6.0271851	0.91007786	0	0
7	2.0920375	5.4121724	0	0
8	-7.6625847	-0.48436422	0	0
9	-6.120322	-2.4643075	0	0
10	4.1637219	3.2697552	0	0
11	5.210946	4.0030118	0	0
12	-6.175005	4.6070474	0	0
13	-7.2936369	1.831573	0	0
14	4.9213075	1.2813588	0	0
15	-4.6501267	-5.1716807	0	0
16	-5.2505603	-5.2499428	0	0
17	1.7201895	3.9276816	0	0
18	2.480863	7.1952272	0	0
19	4.7266185	4.9170411	0	0
20	-5.9912681	-0.93363173	0	0
21	-6.1569179	4.7753913	0	0
22	5.0421078	1.6870985	0	0
23	5.2032884	-5.3211199	0	0
24	0.73265911	-1.3790781	0	0
25	-2.7629189	-6.9024927	0	0
26	5.1901326	-3.6101003	0	0
27	5.6866424	-3.7999685	0	0
28	-4.8189929	1.6769921	0	0
29	7.731985	-0.60108966	0	0
30	1.8574714	2.6108005	0	0
31	4.1264142	2.635676	0	0
32	3.9290545	-5.1525856	0	0
33	-7.950777	-0.31560548	0	0
34	3.2250414	6.1519524	0	0
35	4.4630594	4.8795874	0	0
36	2.7022329	5.7893285	0	0
37	6.2050446	-2.1490615	0	0
38	2.5592856	6.8241724	0	0
39	-3.4301654	0.93687257	0	0
40	-7.6323974	-0.31267443	0	0
41	0.44280388	7.0222922	0	0
42	-4.508358	-0.28171971	0	0
43	-7.4970149	-1.5344349	0	0
44	5.8278829	1.8076188	0	0
45	-3.0373896	7.6657675	0	0
46	-5.4623453	-2.7650082	0	0
47	-5.0142343	-2.1234886	0	0
48	-2.7985482	3.0218714	0	0
49	6.0252159	3.1447119	0	0
50	-5.7472618	-1.2543952	0	0
51	-4.510166	-4.2024969	0	0
52	1.4875642	-3.0070905	0	0
53	-7.3236806	-2.6943515	0	0
54	-1.4677458	3.5445536	0	0
55	1.830263	1.1404822	0	0
56	-5.2797259	0.34414536	0	0
57	7.643265	0.33054473	0	0
58	3.4884447	4.6006406	0	0
59	7.2374591	0.01612046	0	0
60	0.52802473	3.8282016	0	0
61	2.3069901	-0.34987937	0	0
