from	to	label	distance	angle
41	33	1	0.3416174	1.083652
3	4	2	0.7629412	2.746249
1	41	3	0.4918115	-0.4232317
24	21	4	1.058782	2.250532
21	33	5	0.4651622	-2.973962
44	2	6	0.3901921	-2.433285e-05
20	8	7	0.3304507	2.629354
26	36	8	0.4508878	-0.999399
21	8	9	0.3345709	2.383289
5	38	10	0.2751831	1.320325
8	16	11	0.3583151	1.813086
39	18	12	0.771565	-1.525202
43	17	13	0.8981948	1.489429
5	27	14	0.2235339	-0.9044525
42	2	15	0.7954023	2.918476
24	18	16	0.4291111	0.770828
5	35	17	0.196368	-0.7208649
46	47	18	0.7683234	-0.4156325
5	36	19	0.333143	0.9772379
7	29	20	0.178409	-0.463324
32	11	21	0.1672838	1.738092
15	4	22	0.5967143	0.4347245
28	6	23	0.8245564	1.438487
28	15	24	0.6092194	0.3635596
9	15	25	0.6743202	2.957654
9	4	26	0.3939289	1.884963
28	34	27	4.664501	0.006308294
46	22	28	0.9893263	0.4377907
50	1	29	0.5487298	-0.8539436
49	6	30	0.6785154	-1.498541
24	43	31	0.9368136	1.599722
16	42	32	0.5391863	2.022211
1	49	33	0.2077041	-1.886718
40	6	34	1.1707	-1.023659
16	50	35	1.150554	-2.840008
40	49	36	0.6465587	-0.5231954
4	41	37	1.15452	2.055424
4	24	38	0.9436543	0.6587105
44	50	39	1.047554	-1.27789
40	1	40	0.6371076	-0.1984865
33	8	41	0.3757915	0.9592909
25	13	42	0.4785392	-2.41737
40	50	43	0.3907764	0.828788
12	42	44	0.5791024	2.943628
12	48	45	0.2085738	0.9822423
20	13	46	0.5526989	1.791405
13	20	47	0.5526989	-1.350188
25	12	48	0.2800126	3.053148
48	30	49	0.8073577	0.6317889
17	48	50	0.6029181	2.950516
17	30	51	0.5943135	1.470394
16	13	52	0.2547757	0.1160132
16	8	53	0.3583151	-1.328506
38	26	54	0.4086464	1.883516
48	12	55	0.2085738	-2.15935
39	43	56	0.3280539	-2.7231
20	21	57	0.08171523	-2.156006
26	17	58	0.4421836	2.748845
10	37	59	0.2780992	1.9723
11	37	60	0.5334097	2.785345
30	2	61	2.141333	-2.972479
37	30	62	0.272721	2.233028
26	32	63	0.3973735	0.5114819
11	30	64	0.7788367	2.600578
5	19	65	0.3825948	0.7189041
19	32	66	0.597965	1.56897
22	11	67	1.227532	2.505747
36	26	68	0.4508878	2.142194
10	17	69	0.3568202	-2.797819
27	7	70	0.4454025	-1.009965
22	32	71	1.113242	2.61029
18	7	72	0.599609	0.2616802
31	7	73	0.5749858	0.4702583
31	23	74	0.620905	-1.064808
29	47	75	0.5541773	0.3477994
34	22	76	2.535243	1.996454
38	39	77	0.3689247	-2.556189
17	43	78	0.8981948	-1.652164
39	5	79	0.2473791	-0.2564703
39	27	80	0.446477	-0.5634582
35	46	81	0.2052802	-0.01904988
35	27	82	0.04704555	-1.770844
3	24	83	0.8724544	1.522484
3	23	84	0.8872385	0.6288585
24	31	85	0.4215105	0.4771006
24	23	86	0.7604687	-0.4775919
34	23	87	2.233968	2.838587
34	47	88	2.007971	2.236384
23	29	89	0.8135433	1.096941
23	47	90	1.276422	0.7967833
9	34	91	3.432659	-0.01861068
33	41	92	0.3416174	-2.05794
4	3	93	0.7629412	-0.3953434
41	1	94	0.4918115	2.718361
21	24	95	1.058782	-0.8910608
33	21	96	0.4651622	0.1676311
2	44	97	0.3901921	3.141568
8	20	98	0.3304507	-0.5122388
36	26	99	0.4508878	2.142194
8	21	100	0.3345709	-0.7583033
38	5	101	0.2751831	-1.821268
16	8	102	0.3583151	-1.328506
18	39	103	0.771565	1.61639
17	43	104	0.8981948	-1.652164
27	5	105	0.2235339	2.23714
2	42	106	0.7954023	-0.2231163
18	24	107	0.4291111	-2.370765
35	5	108	0.196368	2.420728
47	46	109	0.7683234	2.72596
36	5	110	0.333143	-2.164355
29	7	111	0.178409	2.678269
11	32	112	0.1672838	-1.4035
4	15	113	0.5967143	-2.706868
6	28	114	0.8245564	-1.703106
15	28	115	0.6092194	-2.778033
15	9	116	0.6743202	-0.1839384
4	9	117	0.3939289	-1.25663
34	28	118	4.664501	-3.135284
22	46	119	0.9893263	-2.703802
1	50	120	0.5487298	2.287649
6	49	121	0.6785154	1.643052
43	24	122	0.9368136	-1.541871
42	16	123	0.5391863	-1.119382
49	1	124	0.2077041	1.254875
6	40	125	1.1707	2.117933
50	16	126	1.150554	0.3015845
49	40	127	0.6465587	2.618397
41	4	128	1.15452	-1.086169
24	4	129	0.9436543	-2.482882
50	44	130	1.047554	1.863702
1	40	131	0.6371076	2.943106
8	33	132	0.3757915	-2.182302
13	25	133	0.4785392	0.7242229
50	40	134	0.3907764	-2.312805
42	12	135	0.5791024	-0.1979642
48	12	136	0.2085738	-2.15935
13	20	137	0.5526989	-1.350188
20	13	138	0.5526989	1.791405
12	25	139	0.2800126	-0.08844436
30	48	140	0.8073577	-2.509804
48	17	141	0.6029181	-0.1910763
30	17	142	0.5943135	-1.671198
13	16	143	0.2547757	-3.025579
8	16	144	0.3583151	1.813086
26	38	145	0.4086464	-1.258076
12	48	146	0.2085738	0.9822423
43	39	147	0.3280539	0.4184928
21	20	148	0.08171523	0.985587
17	26	149	0.4421836	-0.3927475
37	10	150	0.2780992	-1.169292
37	11	151	0.5334097	-0.3562479
2	30	152	2.141333	0.1691133
30	37	153	0.272721	-0.9085647
32	26	154	0.3973735	-2.630111
30	11	155	0.7788367	-0.5410151
19	5	156	0.3825948	-2.422689
32	19	157	0.597965	-1.572623
11	22	158	1.227532	-0.6358456
26	36	159	0.4508878	-0.999399
17	10	160	0.3568202	0.3437737
7	27	161	0.4454025	2.131628
32	22	162	1.113242	-0.5313022
7	18	163	0.599609	-2.879912
7	31	164	0.5749858	-2.671334
23	31	165	0.620905	2.076784
47	29	166	0.5541773	-2.793793
22	34	167	2.535243	-1.145139
39	38	168	0.3689247	0.5854032
43	17	169	0.8981948	1.489429
5	39	170	0.2473791	2.885122
27	39	171	0.446477	2.578134
46	35	172	0.2052802	3.122543
27	35	173	0.04704555	1.370749
24	3	174	0.8724544	-1.619108
23	3	175	0.8872385	-2.512734
31	24	176	0.4215105	-2.664492
23	24	177	0.7604687	2.664001
23	34	178	2.233968	-0.3030053
47	34	179	2.007971	-0.9052085
29	23	180	0.8135433	-2.044652
47	23	181	1.276422	-2.344809
34	9	182	3.432659	3.122982
41	45	183	0.4022836	1.443914
3	9	184	0.5879391	-3.003693
1	45	185	0.536801	0.3758867
24	41	186	1.358674	2.808715
21	41	187	0.725687	-2.591299
44	30	188	2.526811	0.1431164
20	21	189	0.08171523	-2.156006
26	32	190	0.3973735	0.5114819
21	33	191	0.4651622	-2.973962
5	14	192	0.1162478	1.970747
8	45	193	0.3870153	-2.566444
39	27	194	0.446477	-0.5634582
43	25	195	0.8860918	1.984012
5	35	196	0.196368	-0.7208649
42	50	197	1.195531	-2.377774
24	43	198	0.9368136	1.599722
5	19	199	0.3825948	0.7189041
46	22	200	0.9893263	0.4377907
5	38	201	0.2751831	1.320325
7	46	202	0.419963	1.623954
32	10	203	0.4297233	2.918685
15	6	204	0.7569824	2.224959
28	40	205	1.884754	1.839447
28	6	206	0.8245564	1.438487
9	28	207	1.235871	-3.066023
9	15	208	0.6743202	2.957654
28	9	209	1.235871	0.07556949
46	19	210	0.3908984	1.737462
50	45	211	0.8867126	-0.2467893
49	41	212	0.5129696	-0.00890233
24	21	213	1.058782	2.250532
16	50	214	1.150554	-2.840008
1	41	215	0.4918115	-0.4232317
40	49	216	0.6465587	-0.5231954
16	45	217	0.607283	-1.974898
40	1	218	0.6371076	-0.1984865
4	6	219	1.061011	2.806025
4	41	220	1.15452	2.055424
44	2	221	0.3901921	-2.433285e-05
40	50	222	0.3907764	0.828788
33	45	223	0.14603	2.413535
25	43	224	0.8860918	-1.157581
40	44	225	1.291555	1.600526
12	16	226	0.4984561	-2.301261
12	42	227	0.5791024	2.943628
20	8	228	0.3304507	2.629354
13	43	229	0.8686985	-0.6055217
25	13	230	0.4785392	-2.41737
48	42	231	0.6861756	-3.054645
17	25	232	0.4369129	-2.948807
17	48	233	0.6029181	2.950516
16	12	234	0.4984561	0.8403316
16	13	235	0.2547757	0.1160132
38	39	236	0.3689247	-2.556189
48	25	237	0.2567076	-0.8821969
39	18	238	0.771565	-1.525202
20	43	239	0.5949978	0.07544749
26	39	240	0.6199206	-1.868394
10	17	241	0.3568202	-2.797819
11	10	242	0.3974401	-2.964667
30	42	243	1.438825	-2.759561
37	17	244	0.4395553	-2.114166
26	10	245	0.2984577	1.816421
11	37	246	0.5334097	2.785345
5	36	247	0.333143	0.9772379
19	36	248	0.1044242	2.907729
22	32	249	1.113242	2.61029
36	38	250	0.1185111	-3.060798
10	26	251	0.2984577	-1.325171
27	46	252	0.2187011	0.1941613
22	19	253	0.9614707	-3.106293
18	27	254	0.6328507	0.9993233
31	18	255	0.1247037	2.134431
31	7	256	0.5749858	0.4702583
29	46	257	0.5312234	1.920311
34	47	258	2.007971	2.236384
38	14	259	0.1957629	-2.189076
17	39	260	0.7949302	-1.281547
39	14	261	0.1990218	0.2245792
39	5	262	0.2473791	-0.2564703
35	19	263	0.4065802	1.218231
35	46	264	0.2052802	-0.01904988
3	4	265	0.7629412	2.746249
3	24	266	0.8724544	1.522484
24	18	267	0.4291111	0.770828
24	31	268	0.4215105	0.4771006
34	3	269	2.853378	3.090859
34	23	270	2.233968	2.838587
23	7	271	0.8310387	1.313295
23	29	272	0.8135433	1.096941
9	3	273	0.5879391	0.1378997
45	41	274	0.4022836	-1.697678
9	3	275	0.5879391	0.1378997
45	1	276	0.536801	-2.765706
41	24	277	1.358674	-0.332878
41	21	278	0.725687	0.550294
30	44	279	2.526811	-2.998476
21	20	280	0.08171523	0.985587
32	26	281	0.3973735	-2.630111
33	21	282	0.4651622	0.1676311
14	5	283	0.1162478	-1.170846
45	8	284	0.3870153	0.575149
27	39	285	0.446477	2.578134
25	43	286	0.8860918	-1.157581
35	5	287	0.196368	2.420728
50	42	288	1.195531	0.7638186
43	24	289	0.9368136	-1.541871
19	5	290	0.3825948	-2.422689
22	46	291	0.9893263	-2.703802
38	5	292	0.2751831	-1.821268
46	7	293	0.419963	-1.517639
10	32	294	0.4297233	-0.2229074
6	15	295	0.7569824	-0.9166335
40	28	296	1.884754	-1.302146
6	28	297	0.8245564	-1.703106
28	9	298	1.235871	0.07556949
15	9	299	0.6743202	-0.1839384
9	28	300	1.235871	-3.066023
19	46	301	0.3908984	-1.40413
45	50	302	0.8867126	2.894803
41	49	303	0.5129696	3.13269
21	24	304	1.058782	-0.8910608
50	16	305	1.150554	0.3015845
41	1	306	0.4918115	2.718361
49	40	307	0.6465587	2.618397
45	16	308	0.607283	1.166694
1	40	309	0.6371076	2.943106
6	4	310	1.061011	-0.3355677
41	4	311	1.15452	-1.086169
2	44	312	0.3901921	3.141568
50	40	313	0.3907764	-2.312805
45	33	314	0.14603	-0.7280581
43	25	315	0.8860918	1.984012
44	40	316	1.291555	-1.541067
16	12	317	0.4984561	0.8403316
42	12	318	0.5791024	-0.1979642
8	20	319	0.3304507	-0.5122388
43	13	320	0.8686985	2.536071
13	25	321	0.4785392	0.7242229
42	48	322	0.6861756	0.08694716
25	17	323	0.4369129	0.1927857
48	17	324	0.6029181	-0.1910763
12	16	325	0.4984561	-2.301261
13	16	326	0.2547757	-3.025579
39	38	327	0.3689247	0.5854032
25	48	328	0.2567076	2.259396
18	39	329	0.771565	1.61639
43	20	330	0.5949978	-3.066145
39	26	331	0.6199206	1.273199
17	10	332	0.3568202	0.3437737
10	11	333	0.3974401	0.1769257
42	30	334	1.438825	0.3820313
17	37	335	0.4395553	1.027427
10	26	336	0.2984577	-1.325171
37	11	337	0.5334097	-0.3562479
36	5	338	0.333143	-2.164355
36	19	339	0.1044242	-0.2338634
32	22	340	1.113242	-0.5313022
38	36	341	0.1185111	0.08079467
26	10	342	0.2984577	1.816421
46	27	343	0.2187011	-2.947431
19	22	344	0.9614707	0.0352999
27	18	345	0.6328507	-2.142269
18	31	346	0.1247037	-1.007161
7	31	347	0.5749858	-2.671334
46	29	348	0.5312234	-1.221281
47	34	349	2.007971	-0.9052085
14	38	350	0.1957629	0.9525166
39	17	351	0.7949302	1.860046
14	39	352	0.1990218	-2.917013
5	39	353	0.2473791	2.885122
19	35	354	0.4065802	-1.923361
46	35	355	0.2052802	3.122543
4	3	356	0.7629412	-0.3953434
24	3	357	0.8724544	-1.619108
18	24	358	0.4291111	-2.370765
31	24	359	0.4215105	-2.664492
3	34	360	2.853378	-0.05073371
23	34	361	2.233968	-0.3030053
7	23	362	0.8310387	-1.828298
29	23	363	0.8135433	-2.044652
3	9	364	0.5879391	-3.003693
33	45	365	0.14603	2.413535
4	9	366	0.3939289	-1.25663
41	45	367	0.4022836	1.443914
21	41	368	0.725687	-2.591299
33	41	369	0.3416174	-2.05794
2	30	370	2.141333	0.1691133
8	21	371	0.3345709	-0.7583033
36	32	372	0.5828792	1.393723
8	33	373	0.3757915	-2.182302
38	14	374	0.1957629	-2.189076
