label	xPos	yPos	vote	north
0	0	0	0	0
1	1.209711	-4.549771	0	0
2	3.596587	-4.290993	0	0
3	-0.5877538	1.156778	0	0
4	6.387906	0.3825078	0	0
5	-5.46138	0.8059952	0	0
6	3.417482	0.07726064	0	0
7	-4.182224	-1.712294	0	0
8	4.63211	-2.939989	0	0
9	-0.2452514	-6.05202	0	0
10	-4.644981	0.9874078	0	0
11	1.584213	6.111127	0	0
12	-1.704217	-4.074845	0	0
13	-1.012808	-5.50906	0	0
14	0.4558922	6.156832	0	0
15	2.745677	-5.8594	0	0
16	5.771634	-1.935608	0	0
17	3.834345	4.920188	0	0
18	-5.464204	-3.475062	0	0
19	-5.856214	1.271961	0	0
20	0.3094904	-5.203504	0	0
21	6.115473	1.617462	0	0
22	-3.318754	0.6717905	0	0
23	-4.880443	2.86604	0	0
24	-2.752978	-2.732392	0	0
25	3.489312	0.05693415	0	0
26	-5.857973	-1.480315	0	0
27	2.419421	4.447831	0	0
28	2.927439	-4.386343	0	0
29	0.7667621	5.181335	0	0
30	2.929255	5.157977	0	0
31	-3.111152	2.331657	0	0
32	-5.021799	3.252688	0	0
33	2.956601	-5.276399	0	0
34	-2.099081	2.967056	0	0
35	-5.901176	0.09042417	0	0
36	-5.778129	-1.745416	0	0
37	3.018839	2.80514	0	0
38	-5.82824	-0.4915341	0	0
39	-1.962395	3.453834	0	0
40	2.005735	-3.690489	0	0
41	0.8375498	-5.861415	0	0
42	2.631705	-6.035782	0	0
43	3.629146	4.8296	0	0
44	3.893969	-2.370491	0	0
45	4.518017	-4.544186	0	0
46	-5.347452	2.919602	0	0
47	-4.1108	1.868527	0	0
48	-2.224957	-5.38714	0	0
49	5.465267	-0.922964	0	0
50	3.285319	-3.87024	0	0
51	-2.724065	-5.938562	0	0
52	0.4374318	4.850838	0	0
53	1.094516	-4.520081	0	0
54	3.336258	0.8825835	0	0
55	-4.641336	-4.893407	0	0
56	5.940196	-1.971016	0	0
57	0.6125879	-4.589425	0	0
58	4.103699	4.41488	0	0
59	3.034718	-3.867838	0	0
60	-5.596641	2.425351	0	0
61	-5.695641	2.733289	0	0
62	-3.947718	4.476329	0	0
63	-3.802891	2.286267	0	0
64	3.711351	4.471231	0	0
65	4.812137	-2.647425	0	0
66	1.735691	5.824867	0	0
67	-5.55936	-1.151925	0	0
68	-0.2309726	-6.132213	0	0
69	0.7488993	5.48996	0	0
70	2.149064	3.008356	0	0
71	4.054177	4.044126	0	0
72	-5.209793	-0.7561066	0	0
73	5.768136	-1.892945	0	0
74	-0.1212473	-5.602626	0	0
75	-5.253921	2.622722	0	0
76	-3.529301	3.868983	0	0
77	-1.208963	-1.805054	0	0
78	4.281125	-3.374656	0	0
79	1.416771	-4.228975	0	0
80	-4.895745	1.794293	0	0
81	5.929007	1.742212	0	0
82	-3.161532	5.52965	0	0
83	3.144164	1.978624	0	0
84	4.666656	-2.715315	0	0
85	-2.39692	-2.976168	0	0
86	2.3878	2.55065	0	0
87	-1.183508	5.230145	0	0
88	2.397139	5.563075	0	0
89	-4.573506	-3.670032	0	0
90	-3.226557	-5.534639	0	0
91	3.370022	-1.923476	0	0
92	-4.637719	-1.445353	0	0
93	-3.929651	-4.251856	0	0
94	-0.8605791	5.329775	0	0
95	2.166634	2.022645	0	0
96	3.471223	4.425662	0	0
97	-0.8109775	-4.33233	0	0
98	-5.567687	0.7789865	0	0
99	5.653503	1.215658	0	0
100	-0.2690928	2.989775	0	0
101	1.012364	5.830614	0	0
102	6.127401	-0.1946256	0	0
103	0.08773407	5.350751	0	0
104	5.949937	1.418402	0	0
105	-3.636779	4.903712	0	0
106	-4.726965	0.1703985	0	0
107	6.478473	0.6191529	0	0
