from	to	label	distance	angle
276	17	1	1.1807182	2.48536734
266	176	2	0.959956132	0.261925038
53	766	3	0.620518336	0.764200948
1	157	4	0.388952734	-1.44257438
856	157	5	0.466926688	-1.28233785
889	258	6	0.181946209	1.62931268
529	16	7	0.0628267337	-1.003207
850	206	8	0.50906751	1.99429478
993	944	9	0.539480587	0.814081819
316	431	10	0.551353621	0.699532521
189	107	11	0.510809362	-1.30963287
151	559	12	0.97647445	-2.88056863
617	906	13	0.464208154	-0.495834044
370	721	14	0.203840836	1.68885435
256	767	15	0.155131368	1.31693591
427	616	16	0.733192293	0.102617478
358	280	17	0.775048062	0.797852815
813	942	18	0.448781625	2.86179866
990	439	19	0.226101406	1.58047297
48	152	20	0.44642555	0.713065595
909	178	21	0.777679414	2.74574061
832	700	22	0.538669453	0.584586037
624	393	23	0.591009144	0.303002286
806	682	24	0.661156612	2.78333617
563	277	25	0.961873725	-2.55931402
825	693	26	0.502350696	-1.21212647
136	611	27	0.825386306	1.44526362
581	862	28	0.742550299	-2.28355971
171	176	29	0.395597095	-0.086476885
442	406	30	0.818149146	-2.73494563
546	210	31	0.3963758	1.30652724
312	145	32	0.23735391	-2.05544933
389	354	33	0.541102457	2.24466339
926	480	34	0.270517597	-1.2446342
207	702	35	0.629845513	0.36032042
624	469	36	0.469830783	-3.11849768
245	308	37	1.1271752	2.00487063
178	711	38	1.13694282	-0.513408897
653	109	39	0.629396152	0.880737995
758	391	40	0.407178642	-3.02578696
45	297	41	0.947743349	-2.48039266
601	921	42	0.742655089	-0.171587159
25	364	43	0.768381402	-0.200366658
975	449	44	0.808885779	-0.611548832
188	935	45	0.617822739	1.08462588
976	123	46	0.623319227	2.67584022
758	428	47	0.85199601	0.608359468
218	406	48	0.731916752	-2.38296104
242	347	49	0.743896415	1.60430841
505	249	50	0.2832795	-2.22052912
665	893	51	1.16957916	1.28438335
188	413	52	0.742171019	1.14837792
665	437	53	0.356952719	1.32149025
229	431	54	0.569873801	-0.211926284
206	663	55	0.767400505	-2.36757721
523	233	56	0.519170225	-1.41007782
746	768	57	0.40527739	1.29613728
600	405	58	0.484814794	2.19584733
4	160	59	0.723439037	1.74144679
147	302	60	0.588179494	-0.218264164
629	426	61	0.264943502	0.204100449
561	278	62	0.678228421	0.639101929
236	604	63	0.39147789	1.27375913
946	650	64	0.891412446	-1.61834931
788	278	65	0.586308741	1.9079319
278	236	66	0.455272565	1.93199899
247	278	67	0.696019545	0.145122992
243	206	68	0.45200471	-3.11890421
154	108	69	0.644336114	0.527765576
605	776	70	0.408088135	-1.74817324
756	70	71	1.02253037	-0.987848113
83	374	72	0.879540624	1.67590142
674	153	73	0.544556799	-2.88191953
83	95	74	0.9785209	3.09659029
367	264	75	1.11554388	2.6385902
669	895	76	0.324548815	1.26939628
374	70	77	0.916042378	2.97151883
511	931	78	0.987507439	-0.760877572
112	64	79	0.422839911	1.1869069
797	604	80	0.38095357	0.0477705075
911	880	81	0.213949701	-1.63340685
310	88	82	0.10606428	-0.404212881
539	611	83	0.326126393	-0.2651663
359	416	84	0.646986227	1.89987992
842	313	85	0.722943807	-2.8069193
124	593	86	0.402887253	-0.889113284
273	138	87	0.378832582	1.1614924
894	867	88	0.392527139	-0.705727072
82	313	89	0.148179506	0.670001859
112	970	90	0.678020713	-0.402102816
29	185	91	0.694387491	1.04688663
655	94	92	0.41138148	-0.741317091
616	193	93	0.443414475	2.88486176
720	803	94	0.0279482939	2.9859479
472	862	95	0.584913005	1.40675323
846	724	96	0.0559551769	2.9631206
814	492	97	0.0985324385	-1.72445748
635	658	98	0.928604256	1.4563405
515	626	99	0.864446837	-0.461428951
715	575	100	0.209001523	0.970396094
253	468	101	0.269318321	-0.807657563
842	373	102	0.0633457307	1.37389625
358	97	103	0.405044722	0.0860808167
528	138	104	0.104262914	-2.2386165
177	385	105	1.08542301	-0.18798442
781	796	106	0.426456769	-1.02471116
659	903	107	0.307743679	0.659814826
732	821	108	0.700276728	-0.877276535
383	795	109	0.495057039	1.11715457
240	907	110	0.891856091	2.27398323
795	335	111	0.259425598	0.103167501
737	499	112	0.384694366	-0.351496778
667	35	113	0.443042085	-1.12386271
330	950	114	0.597827595	-0.893277287
195	647	115	0.512384033	-2.64523131
447	622	116	0.533464794	-3.05394882
709	575	117	0.382661213	-1.19013084
517	654	118	0.689713471	-2.17928658
565	659	119	0.497750329	1.76562886
40	557	120	0.76867736	2.15866862
638	123	121	1.01259217	1.56851178
766	40	122	0.612184337	0.712534382
1	910	123	0.595469138	-1.49947328
209	150	124	1.03649026	0.570766961
579	2	125	0.093564071	1.9029565
303	133	126	0.625870975	-1.66664477
59	2	127	0.703389877	-0.645495317
910	209	128	1.10847914	0.0304854383
945	336	129	0.412195576	-0.680335259
910	133	130	0.544110385	-2.33503017
297	228	131	0.774526247	0.512065272
480	349	132	0.451350956	-2.54955782
305	400	133	0.742172288	3.09988981
940	763	134	0.565068022	0.177027806
176	736	135	0.7596451	0.439234623
546	355	136	0.321963245	-2.31233361
207	734	137	0.538968203	0.36746688
1	322	138	0.567981583	-2.30614401
702	719	139	0.278925081	0.675061316
546	40	140	1.23409517	0.450462693
703	624	141	0.803968881	-2.98434845
213	945	142	0.412251671	0.0736711654
13	607	143	0.705301535	1.01379258
462	48	144	0.893209629	0.433454689
612	284	145	0.497836772	-1.32593693
13	794	146	0.325182021	2.54732284
482	12	147	0.937520677	1.93863457
873	967	148	0.354952261	-0.327349679
284	514	149	0.655498874	-1.59671356
462	514	150	0.613237668	0.768867313
152	640	151	1.19363477	1.79835372
821	573	152	0.296775219	-0.563374123
397	284	153	0.705684222	0.294522581
965	909	154	0.911238773	2.86654966
320	354	155	0.485203132	1.45734308
90	340	156	0.344804616	2.54271986
550	205	157	0.263275384	-1.21987805
269	205	158	0.270150465	0.568038938
689	489	159	0.800246236	-0.485348332
391	475	160	0.476857966	0.457623386
399	449	161	0.694752252	2.89109451
449	399	162	0.694752252	-0.250498147
475	391	163	0.476857966	-2.68396927
489	975	164	0.212964295	0.0266738433
85	24	165	0.431513576	2.54123989
121	57	166	0.629632846	0.139966203
859	536	167	0.841601809	0.482902158
944	389	168	0.767636909	-2.80578323
320	449	169	0.742930345	-2.84287166
980	354	170	0.609997913	0.602574618
97	915	171	0.855034267	-1.19445279
992	463	172	0.289940814	-0.464726164
804	120	173	0.84118416	-0.545952636
453	751	174	0.907048291	-1.64124592
587	689	175	0.321230071	-2.06079437
977	429	176	0.530905355	-0.956314819
980	449	177	0.441447972	-2.2073081
984	120	178	0.64946126	-2.56193153
242	79	179	0.519462805	3.07786499
147	346	180	0.98161867	1.97077692
132	663	181	0.356412871	-2.20587848
434	315	182	0.729008545	2.28832458
804	221	183	0.952606507	-1.84806314
513	400	184	0.722885848	0.816671805
33	337	185	0.904883637	1.01035519
915	705	186	0.935862291	1.48546454
422	805	187	0.673998445	1.49944377
705	334	188	0.729263996	-0.460489583
57	109	189	0.849997914	-0.530946254
297	170	190	0.283186233	-0.268711765
504	15	191	0.14922643	2.92967755
15	42	192	0.210000257	-2.14446957
33	305	193	0.579027944	2.67357857
260	752	194	0.847839755	0.0902709803
685	268	195	0.483841336	-0.492252595
536	614	196	0.323584375	-1.19205166
15	149	197	1.06979355	0.380381834
361	166	198	0.659690542	-2.93238949
513	444	199	0.772517449	-3.11436557
493	736	200	0.404116939	2.32942505
944	686	201	0.463315996	-0.856514807
209	918	202	0.488856984	-0.133531412
998	84	203	0.326369312	0.412651252
218	589	204	0.910902125	0.69416218
140	150	205	0.425618112	1.64171418
641	442	206	0.707650634	-2.46761732
547	209	207	0.520309302	0.802966204
648	815	208	0.669080678	1.4876175
78	998	209	0.535495986	1.40844639
956	933	210	0.486850833	-2.02062968
297	149	211	0.337478198	-1.66278639
461	979	212	0.251107993	-1.35296016
390	589	213	0.599779375	-2.45859502
888	44	214	0.783244679	1.7950482
265	123	215	1.21419126	-2.598293
888	998	216	0.415477611	0.765628197
586	316	217	0.0530956496	0.231008349
