label	xPos	yPos	vote	north
0	0	0	0	0
1	-2.29993	-2.60678	0	0
2	-3.06055	-0.0567745	0	0
3	1.44525	-2.07488	0	0
4	0.413153	-2.59829	0	0
5	2.27808	2.58904	0	0
6	-0.569058	-3.2449	0	0
7	2.48804	0.156642	0	0
8	-2.00819	-0.938682	0	0
9	1.21543	-2.88375	0	0
10	-0.0663084	2.64633	0	0
11	0.0230998	1.71021	0	0
12	-2.88083	0.872738	0	0
13	-1.98897	0.240941	0	0
14	1.87701	3.43231	0	0
15	0.486928	-3.6355	0	0
16	-2.94855	-0.486798	0	0
17	-0.716788	1.85719	0	0
18	1.20445	0.425937	0	0
19	2.48521	1.97277	0	0
20	-1.32692	-0.263631	0	0
21	-0.868735	-1.03584	0	0
22	1.79186	0.7483	0	0
23	2.17962	-1.01757	0	0
24	0.543604	-1.10869	0	0
25	-1.71644	1.30172	0	0
26	0.650238	2.83954	0	0
27	2.29791	1.39308	0	0
28	0.209744	-2.84452	0	0
29	3.31525	-0.292892	0	0
30	-1.82105	0.989359	0	0
31	1.69821	-0.514512	0	0
32	1.24948	2.24678	0	0
33	-1.71687	-1.80018	0	0
34	1.64042	-1.44444	0	0
35	3.22859	1.97055	0	0
36	1.89955	2.95982	0	0
37	-1.05165	2.29903	0	0
38	1.43985	3.23127	0	0
39	0.989847	1.97328	0	0
40	-1.62466	-2.42151	0	0
41	-0.965855	-2.27419	0	0
42	-3.01294	0.366896	0	0
43	-0.391638	0.470791	0	0
44	-2.43187	-0.739958	0	0
45	-2.42523	-1.81126	0	0
46	2.97878	0.838353	0	0
47	2.65732	-0.363936	0	0
48	-2.35137	1.54493	0	0
49	-1.586	-3.32645	0	0
50	-2.85654	-1.29188	0	0
